Date,DayOfWeek,Avail,Total,Indv,Multi,Blocks,Occ,Ad,Ch,Inf,Accomm,FB,Other,NonRevenue,TotalRevenue,GrandTotal,CumulativeAccomm,CumulativeFB,CumulativeOther,CumulativeTotalRevenue,CumulativeNonRevenue,CumulativeGrandTotal,ARR,APR,Yield,Blked,ROOS,DFS,Waitlist,InStock,RatePlanRevenue
04/02/2023 00:00,Saturday,0,106,87,19,0,99.07,201,1,0,20078.91,756.9,0,0,20835.81,20835.81,343055.66,34108.3,877,378040.96,0,378040.96,189.42,193.72,187.65,0,1,0,0,107,20533.91
05/02/2023 00:00,Sunday,3,103,86,17,0,96.26,186,3,0,9725.09,475,0,0,10200.09,10200.09,352780.75,34583.3,877,388241.05,0,388241.05,94.42,97.82,90.89,0,1,0,0,107,10075.09
06/02/2023 00:00,Monday,38,66,56,10,0,61.68,108,3,0,6358.08,647.4,0,0,7005.48,7005.48,359138.83,35230.7,877,395246.53,0,395246.53,96.33,87.99,59.42,0,3,0,0,107,5807.1
07/02/2023 00:00,Tuesday,26,78,61,17,0,72.9,117,0,0,6931.63,622.1,0,0,7553.73,7553.73,366070.46,35852.8,877,402800.26,0,402800.26,88.87,90.21,64.78,0,3,0,0,107,7036.25
08/02/2023 00:00,Wednesday,6,100,85,15,0,93.46,160,1,0,8969.32,765.65,0,0,9734.97,9734.97,375039.78,36618.45,877,412535.23,0,412535.23,89.69,93.28,83.83,0,1,0,0,107,9327.52
09/02/2023 00:00,Thursday,27,78,63,15,0,72.9,126,0,0,7369.64,721.5,0,0,8091.14,8091.14,382409.42,37339.95,877,420626.37,0,420626.37,94.48,92.53,68.88,0,2,0,0,107,7217.14
10/02/2023 00:00,Friday,5,100,54,46,0,93.46,184,1,0,19843.4,1501,150,0,21494.4,21494.4,402252.82,38840.95,1027,442120.77,0,442120.77,198.43,210.33,185.45,0,2,0,0,107,21032.61
11/02/2023 00:00,Saturday,3,103,52,51,0,96.26,196,1,0,25646.97,1392.05,0,0,27039.02,27039.02,427899.79,40233,1027,469159.79,0,469159.79,249,261.51,239.69,0,1,0,0,107,26935.47
12/02/2023 00:00,Sunday,6,100,80,20,0,93.46,182,0,0,11322.3,747.1,0,0,12069.4,12069.4,439222.09,40980.1,1027,481229.19,0,481229.19,113.22,116.34,105.82,0,1,0,0,107,11634.05
13/02/2023 00:00,Monday,7,97,73,24,0,90.65,160,4,0,9391.44,878,50,0,10319.44,10319.44,448613.53,41858.1,1077,491548.63,0,491548.63,96.82,102.3,87.77,0,3,0,0,107,9923.34
14/02/2023 00:00,Tuesday,8,98,77,21,0,91.59,163,3,0,10202.96,803,0,0,11005.96,11005.96,458816.49,42661.1,1077,502554.59,0,502554.59,104.11,109.72,95.35,0,1,0,0,107,10752.33
15/02/2023 00:00,Wednesday,7,96,77,19,0,89.72,157,5,0,10373.07,823.95,0,0,11197.02,11197.02,469189.56,43485.05,1077,513751.61,0,513751.61,108.05,108.73,96.94,0,4,0,0,107,10438.21
16/02/2023 00:00,Thursday,4,102,88,14,0,95.33,166,5,0,9958.59,810.05,0,0,10768.64,10768.64,479148.15,44295.1,1077,524520.25,0,524520.25,97.63,102.65,93.07,0,1,0,0,107,10469.99
17/02/2023 00:00,Friday,6,98,68,30,0,91.59,165,4,0,15093.53,1284.45,100,0,16477.98,16477.98,494241.68,45579.55,1177,540998.23,0,540998.23,154.02,161.24,141.06,0,3,0,0,107,15801.53
18/02/2023 00:00,Saturday,8,98,69,29,0,91.59,168,4,0,17750.81,1217.05,200,0,19167.86,19167.86,511992.49,46796.6,1377,560166.09,0,560166.09,181.13,184.67,165.9,0,1,0,0,107,18097.42
19/02/2023 00:00,Sunday,7,99,37,62,0,92.52,133,2,0,9897.01,1182.85,150,0,11229.86,11229.86,521889.5,47979.45,1527,571395.95,0,571395.95,99.97,108.82,92.5,0,1,0,0,107,10773.51
20/02/2023 00:00,Monday,9,98,44,54,0,91.59,126,1,0,9222.58,1181.55,150,0,10554.13,10554.13,531112.08,49161,1677,581950.08,0,581950.08,94.11,104.3,86.19,0,0,0,0,107,10221.62
21/02/2023 00:00,Tuesday,3,104,45,59,0,97.2,129,1,0,10291.49,1040.45,150,0,11481.94,11481.94,541403.57,50201.45,1827,593432.02,0,593432.02,98.96,105.58,96.18,0,0,0,0,107,10980.05
22/02/2023 00:00,Wednesday,6,100,47,53,0,93.46,126,2,0,9849.42,1096.5,50,0,10995.92,10995.92,551252.99,51297.95,1877,604427.94,0,604427.94,98.49,104.56,92.05,0,1,0,0,107,10456.07
23/02/2023 00:00,Thursday,0,106,48,58,0,99.07,146,0,0,11867.74,1150.85,0,0,13018.59,13018.59,563120.73,52448.8,1877,617446.53,0,617446.53,111.96,120.59,110.91,0,1,0,0,107,12782.82
24/02/2023 00:00,Friday,4,102,49,53,0,95.33,145,0,0,14583.1,1168.05,0,0,15751.15,15751.15,577703.83,53616.85,1877,633197.68,0,633197.68,142.97,151.3,136.29,0,1,0,0,107,15433.1
25/02/2023 00:00,Saturday,3,102,86,16,0,95.33,187,4,0,19614.64,1057.15,0,0,20671.79,20671.79,597318.47,54674,1877,653869.47,0,653869.47,192.3,193.77,183.31,0,2,0,0,107,19764.64
26/02/2023 00:00,Sunday,3,103,52,51,0,96.26,147,0,0,10156.65,1115.8,0,0,11272.45,11272.45,607475.12,55789.8,1877,665141.92,0,665141.92,98.61,105.7,94.92,0,1,0,0,107,10886.65
27/02/2023 00:00,Monday,2,103,53,50,0,96.26,143,2,0,9828.97,955.1,0,0,10784.07,10784.07,617304.09,56744.9,1877,675925.99,0,675925.99,95.43,101.53,91.86,0,2,0,0,107,10457.58
28/02/2023 00:00,Tuesday,9,96,46,50,0,89.72,126,3,0,9018.5,944.1,0,0,9962.6,9962.6,626322.59,57689,1877,685888.59,0,685888.59,93.94,101.36,84.29,0,2,0,0,107,9731
01/03/2023 00:00,Wednesday,6,99,51,48,0,92.52,134,0,0,9652.85,902.5,0,0,10555.35,10555.35,635975.44,58591.5,1877,696443.94,0,696443.94,97.5,103.93,90.21,0,2,0,0,107,10288.65
02/03/2023 00:00,Thursday,2,103,53,50,0,96.26,142,0,0,10102.76,955.1,0,0,11057.86,11057.86,646078.2,59546.6,1877,707501.8,0,707501.8,98.09,105.49,94.42,0,2,0,0,107,10865.26
03/03/2023 00:00,Friday,7,99,38,61,0,92.52,150,1,0,13992.33,944.3,0,0,14936.63,14936.63,660070.53,60490.9,1877,722438.43,0,722438.43,141.34,150.7,130.77,0,1,0,0,107,14919.32
04/03/2023 00:00,Saturday,4,101,70,31,0,95.33,195,1,0,19269.87,765.95,0,0,20035.82,20035.82,679340.4,61256.85,1877,742474.25,0,742474.25,190.79,194.97,180.09,0,1,0,0,107,19691.67
05/03/2023 00:00,Sunday,10,95,78,17,0,88.79,165,2,0,9215.83,928.4,0,0,10144.23,10144.23,688556.23,62185.25,1877,752618.48,0,752618.48,97.01,101.54,86.13,0,2,0,0,107,9645.83
06/03/2023 00:00,Monday,13,92,73,19,0,85.98,153,2,0,9201.49,610.75,0,0,9812.24,9812.24,697757.72,62796,1877,762430.72,0,762430.72,100.02,101.87,86,0,2,0,0,107,9372.17
07/03/2023 00:00,Tuesday,5,99,78,21,0,92.52,155,2,0,9939.95,850.5,0,0,10790.45,10790.45,707697.67,63646.5,1877,773221.17,0,773221.17,100.4,105.9,92.9,0,3,0,0,107,10483.96
08/03/2023 00:00,Wednesday,3,101,86,15,0,94.39,157,2,0,11715.05,1154.8,0,0,12869.85,12869.85,719412.72,64801.3,1877,786091.02,0,786091.02,115.99,118.04,109.49,0,3,0,0,107,11922.26
09/03/2023 00:00,Thursday,2,102,79,23,0,95.33,165,2,0,11492.21,1131.1,100,0,12723.31,12723.31,730904.93,65932.4,1977,798814.33,0,798814.33,112.67,118.24,107.4,0,3,0,0,107,12060.22
10/03/2023 00:00,Friday,2,103,70,33,0,96.26,193,0,0,19984.92,1020.35,0,0,21005.27,21005.27,750889.85,66952.75,1977,819819.6,0,819819.6,194.03,196.93,186.77,0,2,0,0,107,20284.28
11/03/2023 00:00,Saturday,3,102,67,35,0,95.33,191,1,0,21253.82,849.35,0,0,22103.17,22103.17,772143.67,67802.1,1977,841922.77,0,841922.77,208.37,214.01,198.63,0,2,0,0,107,21828.82
12/03/2023 00:00,Sunday,12,94,81,13,0,87.85,171,0,0,11012.27,813.65,0,0,11825.92,11825.92,783155.94,68615.75,1977,853748.69,0,853748.69,117.15,121.94,102.92,0,1,0,0,107,11462.27
13/03/2023 00:00,Monday,6,100,85,15,0,93.46,164,0,0,10753.05,611.2,0,0,11364.25,11364.25,793908.99,69226.95,1977,865112.94,0,865112.94,107.53,111.28,100.5,0,1,0,0,107,11128.05
14/03/2023 00:00,Tuesday,9,96,89,7,0,89.72,148,3,0,9464.05,769.95,0,0,10234,10234,803373.04,69996.9,1977,875346.94,0,875346.94,98.58,102.36,88.45,0,2,0,0,107,9826.55
15/03/2023 00:00,Wednesday,4,102,76,26,0,95.33,180,1,0,14736.98,952.8,0,0,15689.78,15689.78,818110.02,70949.7,1977,891036.72,0,891036.72,144.48,146.45,137.73,0,1,0,0,107,14937.68
16/03/2023 00:00,Thursday,1,106,74,32,0,99.07,194,0,0,25785.09,1400.7,0,0,27185.79,27185.79,843895.11,72350.4,1977,918222.51,0,918222.51,243.26,248.45,240.98,0,0,0,0,107,26336.09
17/03/2023 00:00,Friday,1,106,70,36,0,99.07,204,0,0,34035.78,1570.15,0,0,35605.93,35605.93,877930.89,73920.55,1977,953828.44,0,953828.44,321.09,325.94,318.09,0,0,0,0,107,34549.28
18/03/2023 00:00,Saturday,2,105,68,37,0,98.13,197,0,0,33432.37,1366.7,0,0,34799.07,34799.07,911363.26,75287.25,1977,988627.51,0,988627.51,318.4,324.84,312.45,0,0,0,0,107,34108.37
19/03/2023 00:00,Sunday,7,100,87,13,0,93.46,170,1,0,11038.04,1132.9,8.8,0,12179.74,12179.74,922401.3,76420.15,1985.8,1000807.25,0,1000807.25,110.38,114.31,103.16,0,0,0,0,107,11430.54
20/03/2023 00:00,Monday,8,99,81,18,0,92.52,161,0,0,9717.42,915.7,0,0,10633.12,10633.12,932118.72,77335.85,1985.8,1011440.37,0,1011440.37,98.16,101.82,90.82,0,0,0,0,107,10079.92
21/03/2023 00:00,Tuesday,8,99,84,15,0,92.52,153,1,0,11012.93,924.5,0,0,11937.43,11937.43,943131.65,78260.35,1985.8,1023377.8,0,1023377.8,111.24,106.17,102.92,0,0,0,0,107,10510.92
22/03/2023 00:00,Wednesday,1,106,82,24,0,99.07,154,0,0,10846.47,835.55,200,0,11882.02,11882.02,953978.12,79095.9,2185.8,1035259.82,0,1035259.82,102.33,108.22,101.37,0,0,0,0,107,11471.48
23/03/2023 00:00,Thursday,2,105,86,19,0,98.13,168,0,0,13067.04,967.25,13,0,14047.29,14047.29,967045.16,80063.15,2198.8,1049307.11,0,1049307.11,124.45,130.78,122.12,0,0,0,0,107,13731.99
24/03/2023 00:00,Friday,2,105,71,34,0,98.13,184,1,0,21873.86,1276.2,0,0,23150.06,23150.06,988919.02,81339.35,2198.8,1072457.17,0,1072457.17,208.32,214.71,204.43,0,0,0,0,107,22544.44
25/03/2023 00:00,Saturday,2,105,81,24,0,98.13,194,1,0,23925.96,1370.9,200,0,25496.86,25496.86,1012844.98,82710.25,2398.8,1097954.03,0,1097954.03,227.87,235.29,223.61,0,0,0,0,107,24705.96
26/03/2023 00:00,Sunday,2,105,93,12,0,98.13,188,0,0,12457.53,892.3,400,0,13749.83,13749.83,1025302.51,83602.55,2798.8,1111703.86,0,1111703.86,118.64,122.31,116.43,0,0,0,0,107,12842.53
27/03/2023 00:00,Monday,1,106,86,20,0,99.07,180,2,0,13620.9,1153.15,0,0,14774.05,14774.05,1038923.41,84755.7,2798.8,1126477.91,0,1126477.91,128.5,132.75,127.3,0,0,0,0,107,14071.5
28/03/2023 00:00,Tuesday,2,104,90,14,0,97.2,179,1,0,12680.27,1020.8,0,0,13701.07,13701.07,1051603.68,85776.5,2798.8,1140178.98,0,1140178.98,121.93,126.75,118.51,0,1,0,0,107,13181.87
29/03/2023 00:00,Wednesday,5,102,90,12,0,95.33,173,1,0,12318.24,1059.55,0,0,13377.79,13377.79,1063921.92,86836.05,2798.8,1153556.77,0,1153556.77,120.77,128.37,115.12,0,0,0,0,107,13093.24
30/03/2023 00:00,Thursday,4,102,88,14,0,95.33,170,4,0,12637.62,1035.2,0,0,13672.82,13672.82,1076559.54,87871.25,2798.8,1167229.59,0,1167229.59,123.9,130.1,118.11,0,1,0,0,107,13270.62
